Indicator,Year,County,State,FIPS,Rate,Cases,Population
HIV prevalence,2014,Franklin County ,Iowa,19069,Data suppressed,Data suppressed,null
HIV prevalence,2014,Franklin County ,Kansas,20059,80.6,17,"21,085"
HIV prevalence,2014,Fremont County ,Idaho,16043,Data suppressed,Data suppressed,null
HIV prevalence,2014,Fremont County ,Iowa,19071,134.5,8,"5,947"
HIV prevalence,2014,Fulton County ,Georgia,13121,1490.9,"12,371","829,751"
HIV prevalence,2014,Fulton County ,Illinois,17057,164.5,51,"30,998"
HIV prevalence,2014,Fulton County ,Indiana,18049,47,8,"17,031"
HIV prevalence,2014,Gadsden County ,Florida,12039,739.8,286,"38,657"
HIV prevalence,2014,Gallatin County ,Illinois,17059,109.9,5,"4,551"
HIV prevalence,2014,Geary County ,Kansas,20061,100.9,28,"27,737"
HIV prevalence,2014,Gem County ,Idaho,16045,42.8,6,"14,025"
HIV prevalence,2014,Gibson County ,Indiana,18051,53.1,15,"28,222"
HIV prevalence,2014,Gilchrist County ,Florida,12041,164.2,24,"14,617"
HIV prevalence,2014,Gilmer County ,Georgia,13123,137.9,34,"24,661"
HIV prevalence,2014,Glades County ,Florida,12043,646.1,77,"11,917"
HIV prevalence,2014,Glascock County ,Georgia,13125,195.2,5,"2,561"
HIV prevalence,2014,Glynn County ,Georgia,13127,405.9,279,"68,731"
HIV prevalence,2014,Gooding County ,Idaho,16047,107.7,13,"12,071"
HIV prevalence,2014,Gordon County ,Georgia,13129,117.8,54,"45,823"
HIV prevalence,2014,Gove County ,Kansas,20063,Data suppressed,Data suppressed,null
HIV prevalence,2014,Grady County ,Georgia,13131,281.6,58,"20,596"
HIV prevalence,2014,Graham County ,Kansas,20065,Data suppressed,Data suppressed,null
HIV prevalence,2014,Grant County ,Indiana,18053,104.3,61,"58,477"
HIV prevalence,2014,Grant County ,Kansas,20067,Data suppressed,Data suppressed,null
HIV prevalence,2014,Gray County ,Kansas,20069,Data suppressed,Data suppressed,null
HIV prevalence,2014,Greeley County ,Kansas,20071,Data suppressed,Data suppressed,null
HIV prevalence,2014,Greene County ,Georgia,13133,169.6,24,"14,151"
HIV prevalence,2014,Greene County ,Illinois,17061,62.2,7,"11,258"
HIV prevalence,2014,Greene County ,Indiana,18055,57.9,16,"27,640"
HIV prevalence,2014,Greene County ,Iowa,19073,Data suppressed,Data suppressed,null
HIV prevalence,2014,Greenwood County ,Kansas,20073,Data suppressed,Data suppressed,null
HIV prevalence,2014,Grundy County ,Illinois,17063,24.3,10,"41,205"
HIV prevalence,2014,Grundy County ,Iowa,19075,Data suppressed,Data suppressed,null
HIV prevalence,2014,Gulf County ,Florida,12045,232.5,33,"14,192"
HIV prevalence,2014,Guthrie County ,Iowa,19077,Data suppressed,Data suppressed,null
HIV prevalence,2014,Gwinnett County ,Georgia,13135,320.2,"2,255","704,264"
HIV prevalence,2014,Habersham County ,Georgia,13137,79.4,29,"36,525"
HIV prevalence,2014,Hall County ,Georgia,13139,113.5,175,"154,171"
HIV prevalence,2014,Hamilton County ,Florida,12047,1394.7,169,"12,117"
HIV prevalence,2014,Hamilton County ,Illinois,17065,Data suppressed,Data suppressed,null
HIV prevalence,2014,Hamilton County ,Indiana,18057,89.7,217,"241,955"
HIV prevalence,2014,Hamilton County ,Iowa,19079,62.9,8,"12,723"
HIV prevalence,2014,Hamilton County ,Kansas,20075,Data suppressed,Data suppressed,null
HIV prevalence,2014,Hancock County ,Georgia,13141,279.5,21,"7,514"
HIV prevalence,2014,Hancock County ,Illinois,17067,44.1,7,"15,877"
HIV prevalence,2014,Hancock County ,Indiana,18059,93.1,56,"60,166"
HIV prevalence,2014,Hancock County ,Iowa,19081,Data suppressed,Data suppressed,null
HIV prevalence,2014,Haralson County ,Georgia,13143,109.2,26,"23,815"
HIV prevalence,2014,Hardee County ,Florida,12049,297.9,66,"22,156"
HIV prevalence,2014,Hardin County ,Illinois,17069,Data suppressed,Data suppressed,null
HIV prevalence,2014,Hardin County ,Iowa,19083,Data suppressed,Data suppressed,null
HIV prevalence,2014,Harper County ,Kansas,20077,Data suppressed,Data suppressed,null
HIV prevalence,2014,Harris County ,Georgia,13145,135.8,38,"27,991"
HIV prevalence,2014,Harrison County ,Indiana,18061,75.8,25,"32,996"
HIV prevalence,2014,Harrison County ,Iowa,19085,Data suppressed,Data suppressed,null
HIV prevalence,2014,Hart County ,Georgia,13147,134.7,29,"21,524"
HIV prevalence,2014,Harvey County ,Kansas,20079,35,10,"28,557"
HIV prevalence,2014,Haskell County ,Kansas,20081,Data suppressed,Data suppressed,null
HIV prevalence,2014,Hawaii County ,Hawaii,15001,242.3,394,"162,625"
HIV prevalence,2014,Heard County ,Georgia,13149,113.1,11,"9,725"
HIV prevalence,2014,Henderson County ,Illinois,17071,Data suppressed,Data suppressed,null
HIV prevalence,2014,Hendricks County ,Indiana,18063,108,138,"127,821"
HIV prevalence,2014,Hendry County ,Florida,12051,375.2,115,"30,650"
HIV prevalence,2014,Henry County ,Georgia,13151,246.3,431,"175,019"
HIV prevalence,2014,Henry County ,Illinois,17073,50.2,21,"41,798"
HIV prevalence,2014,Henry County ,Indiana,18065,123.8,52,"42,004"
HIV prevalence,2014,Henry County ,Iowa,19087,41.6,7,"16,842"
HIV prevalence,2014,Hernando County ,Florida,12053,212.2,325,"153,168"
HIV prevalence,2014,Highlands County ,Florida,12055,249.9,214,"85,636"
HIV prevalence,2014,Hillsborough County ,Florida,12057,570.4,"6,268","1,098,952"
HIV prevalence,2014,Hodgeman County ,Kansas,20083,Data suppressed,Data suppressed,null
HIV prevalence,2014,Holmes County ,Florida,12059,148.4,25,"16,843"
HIV prevalence,2014,Honolulu County ,Hawaii,15003,201.9,"1,682","833,210"
HIV prevalence,2014,Houston County ,Georgia,13153,241,293,"121,569"
HIV prevalence,2014,Howard County ,Indiana,18067,141.4,98,"69,326"
HIV prevalence,2014,Howard County ,Iowa,19089,Data suppressed,Data suppressed,null
HIV prevalence,2014,Humboldt County ,Iowa,19091,62.2,5,"8,043"
HIV prevalence,2014,Huntington County ,Indiana,18069,64.5,20,"30,991"
HIV prevalence,2014,Ida County ,Iowa,19093,Data suppressed,Data suppressed,null
HIV prevalence,2014,Idaho County ,Idaho,16049,43,6,"13,954"
HIV prevalence,2014,Indian River County ,Florida,12061,266.5,339,"127,213"
HIV prevalence,2014,Iowa County ,Iowa,19095,Data suppressed,Data suppressed,null
HIV prevalence,2014,Iroquois County ,Illinois,17075,65.5,16,"24,413"
HIV prevalence,2014,Irwin County ,Georgia,13155,352.9,27,"7,651"
HIV prevalence,2014,Jackson County ,Florida,12063,1053.8,446,"42,324"
HIV prevalence,2014,Jackson County ,Georgia,13157,93.1,47,"50,502"
HIV prevalence,2014,Jackson County ,Illinois,17077,100.5,52,"51,766"
HIV prevalence,2014,Jackson County ,Indiana,18071,102.4,37,"36,129"
HIV prevalence,2014,Jackson County ,Iowa,19097,Data suppressed,Data suppressed,null
HIV prevalence,2014,Jackson County ,Kansas,20085,Data suppressed,Data suppressed,null
HIV prevalence,2014,Jasper County ,Georgia,13159,197.1,22,"11,162"
HIV prevalence,2014,Jasper County ,Illinois,17079,Data suppressed,Data suppressed,null
HIV prevalence,2014,Jasper County ,Indiana,18073,82.7,23,"27,825"
HIV prevalence,2014,Jasper County ,Iowa,19099,119.5,37,"30,973"
HIV prevalence,2014,Jay County ,Indiana,18075,57.8,10,"17,292"
HIV prevalence,2014,Jeff Davis County ,Georgia,13161,260.2,31,"11,914"
HIV prevalence,2014,Jefferson County ,Florida,12065,1029.7,126,"12,236"
HIV prevalence,2014,Jefferson County ,Georgia,13163,341.5,46,"13,470"
HIV prevalence,2014,Jefferson County ,Idaho,16051,29.7,6,"20,217"
HIV prevalence,2014,Jefferson County ,Illinois,17081,120.5,39,"32,376"
HIV prevalence,2014,Jefferson County ,Indiana,18077,75.5,21,"27,816"
HIV prevalence,2014,Jefferson County ,Iowa,19101,45.3,7,"15,452"
HIV prevalence,2014,Jefferson County ,Kansas,20087,Data suppressed,Data suppressed,null
HIV prevalence,2014,Jenkins County ,Georgia,13165,520.5,40,"7,684"
HIV prevalence,2014,Jennings County ,Indiana,18079,42.9,10,"23,303"
HIV prevalence,2014,Jerome County ,Idaho,16053,34.4,6,"17,461"
HIV prevalence,2014,Jersey County ,Illinois,17083,62.4,12,"19,225"
HIV prevalence,2014,Jewell County ,Kansas,20089,Data suppressed,Data suppressed,null
HIV prevalence,2014,Jo Daviess County ,Illinois,17085,62.1,12,"19,324"
HIV prevalence,2014,Johnson County ,Georgia,13167,238.4,20,"8,388"
HIV prevalence,2014,Johnson County ,Illinois,17087,358.4,40,"11,159"
HIV prevalence,2014,Johnson County ,Indiana,18081,99,120,"121,213"
HIV prevalence,2014,Johnson County ,Iowa,19103,129.8,157,"120,910"
HIV prevalence,2014,Johnson County ,Kansas,20091,131,615,"469,635"
HIV prevalence,2014,Jones County ,Georgia,13169,87.7,21,"23,950"
HIV prevalence,2014,Jones County ,Iowa,19105,80.8,14,"17,334"
HIV prevalence,2014,Kalawao County ,Hawaii,15005,Data suppressed,Data suppressed,null
HIV prevalence,2014,Kane County ,Illinois,17089,74.8,319,"426,681"
HIV prevalence,2014,Kankakee County ,Illinois,17091,118.9,110,"92,520"
HIV prevalence,2014,Kauai County ,Hawaii,15007,Data suppressed,Data suppressed,null
HIV prevalence,2014,Kearny County ,Kansas,20093,Data suppressed,Data suppressed,null
HIV prevalence,2014,Kendall County ,Illinois,17093,30.3,29,"95,698"
HIV prevalence,2014,Keokuk County ,Iowa,19107,70.2,6,"8,545"
HIV prevalence,2014,Kingman County ,Kansas,20095,Data suppressed,Data suppressed,null
HIV prevalence,2014,Kiowa County ,Kansas,20097,Data suppressed,Data suppressed,null
HIV prevalence,2014,Knox County ,Illinois,17095,163.1,73,"44,753"
HIV prevalence,2014,Knox County ,Indiana,18083,77.9,25,"32,090"
HIV prevalence,2014,Kootenai County ,Idaho,16055,50.5,62,"122,717"
HIV prevalence,2014,Kosciusko County ,Indiana,18085,49.5,32,"64,658"
HIV prevalence,2014,Kossuth County ,Iowa,19109,Data suppressed,Data suppressed,null
HIV prevalence,2014,Labette County ,Kansas,20099,126.6,22,"17,374"
HIV prevalence,2014,Lafayette County ,Florida,12067,158.4,12,"7,577"
HIV prevalence,2014,Lagrange County ,Indiana,18087,37.9,11,"29,028"
HIV prevalence,2014,Lake County ,Florida,12069,290.7,790,"271,713"
HIV prevalence,2014,Lake County ,Illinois,17097,124.2,721,"580,351"
HIV prevalence,2014,Lake County ,Indiana,18089,241.7,981,"405,948"
HIV prevalence,2014,Lamar County ,Georgia,13171,180.5,28,"15,510"
HIV prevalence,2014,Lane County ,Kansas,20101,Data suppressed,Data suppressed,null
HIV prevalence,2014,Lanier County ,Georgia,13173,191.9,16,"8,336"
HIV prevalence,2014,Laporte County ,Indiana,18091,124,117,"94,385"
HIV prevalence,2014,Lasalle County ,Illinois,17099,50.6,48,"94,927"
HIV prevalence,2014,Latah County ,Idaho,16057,60,20,"33,332"
HIV prevalence,2014,Laurens County ,Georgia,13175,429.8,169,"39,319"
HIV prevalence,2014,Lawrence County ,Illinois,17101,62.8,9,"14,331"
HIV prevalence,2014,Lawrence County ,Indiana,18093,80.3,31,"38,591"
HIV prevalence,2014,Leavenworth County ,Kansas,20103,264.7,172,"64,981"
HIV prevalence,2014,Lee County ,Florida,12071,327.4,"1,930","589,412"
HIV prevalence,2014,Lee County ,Georgia,13177,139.1,33,"23,719"
HIV prevalence,2014,Lee County ,Illinois,17103,120.4,36,"29,905"
HIV prevalence,2014,Lee County ,Iowa,19111,47,14,"29,818"
HIV prevalence,2014,Lemhi County ,Idaho,16059,Data suppressed,Data suppressed,null
HIV prevalence,2014,Leon County ,Florida,12073,462.4,"1,134","245,224"
HIV prevalence,2014,Levy County ,Florida,12075,226.7,77,"33,968"
HIV prevalence,2014,Lewis County ,Idaho,16061,Data suppressed,Data suppressed,null
HIV prevalence,2014,Liberty County ,Florida,12077,275.1,20,"7,270"
HIV prevalence,2014,Liberty County ,Georgia,13179,350.3,176,"50,240"
HIV prevalence,2014,Lincoln County ,Georgia,13181,227.5,15,"6,592"
HIV prevalence,2014,Lincoln County ,Idaho,16063,Data suppressed,Data suppressed,null
HIV prevalence,2014,Lincoln County ,Kansas,20105,Data suppressed,Data suppressed,null
HIV prevalence,2014,Linn County ,Iowa,19113,106.2,192,"180,766"
HIV prevalence,2014,Linn County ,Kansas,20107,62.6,5,"7,982"
HIV prevalence,2014,Livingston County ,Illinois,17105,258,81,"31,391"
HIV prevalence,2014,Logan County ,Illinois,17107,252.8,65,"25,713"
HIV prevalence,2014,Logan County ,Kansas,20109,Data suppressed,Data suppressed,null
HIV prevalence,2014,Long County ,Georgia,13183,59.2,8,"13,524"
HIV prevalence,2014,Louisa County ,Iowa,19115,Data suppressed,Data suppressed,null
HIV prevalence,2014,Lowndes County ,Georgia,13185,518,481,"92,855"
HIV prevalence,2014,Lucas County ,Iowa,19117,Data suppressed,Data suppressed,null
HIV prevalence,2014,Lumpkin County ,Georgia,13187,70.5,19,"26,966"
HIV prevalence,2014,Lyon County ,Iowa,19119,Data suppressed,Data suppressed,null
HIV prevalence,2014,Lyon County ,Kansas,20111,Data suppressed,Data suppressed,null
HIV prevalence,2014,Macon County ,Georgia,13193,370.5,44,"11,874"
HIV prevalence,2014,Macon County ,Illinois,17115,141.8,129,"90,959"
HIV prevalence,2014,Macoupin County ,Illinois,17117,45.7,18,"39,424"
HIV prevalence,2014,Madison County ,Florida,12079,868.4,138,"15,892"
HIV prevalence,2014,Madison County ,Georgia,13195,88.3,21,"23,789"
HIV prevalence,2014,Madison County ,Idaho,16065,Data suppressed,Data suppressed,null
HIV prevalence,2014,Madison County ,Illinois,17119,82,184,"224,358"
HIV prevalence,2014,Madison County ,Indiana,18095,152.3,167,"109,647"
HIV prevalence,2014,Madison County ,Iowa,19121,46.8,6,"12,819"
HIV prevalence,2014,Mahaska County ,Iowa,19123,59.3,11,"18,559"
HIV prevalence,2014,Manatee County ,Florida,12081,325.4,987,"303,324"
HIV prevalence,2014,Marion County ,Florida,12083,348.9,"1,025","293,816"
HIV prevalence,2014,Marion County ,Georgia,13197,243.4,18,"7,395"
HIV prevalence,2014,Marion County ,Illinois,17121,49.8,16,"32,125"
HIV prevalence,2014,Marion County ,Indiana,18097,556.8,"4,242","761,876"
HIV prevalence,2014,Marion County ,Iowa,19125,36.3,10,"27,556"
HIV prevalence,2014,Marion County ,Kansas,20115,Data suppressed,Data suppressed,null
HIV prevalence,2014,Marshall County ,Illinois,17123,48.5,5,"10,307"
HIV prevalence,2014,Marshall County ,Indiana,18099,33.6,13,"38,683"
HIV prevalence,2014,Marshall County ,Iowa,19127,75,25,"33,351"
HIV prevalence,2014,Marshall County ,Kansas,20117,Data suppressed,Data suppressed,null
HIV prevalence,2014,Martin County ,Florida,12085,283.6,385,"135,774"
HIV prevalence,2014,Martin County ,Indiana,18101,70.2,6,"8,550"
HIV prevalence,2014,Mason County ,Illinois,17125,Data suppressed,Data suppressed,null
HIV prevalence,2014,Massac County ,Illinois,17127,Data suppressed,Data suppressed,null
HIV prevalence,2014,Maui County ,Hawaii,15009,231.6,317,"136,860"
HIV prevalence,2014,Mcdonough County ,Illinois,17109,75.7,21,"27,758"
HIV prevalence,2014,Mcduffie County ,Georgia,13189,244.8,43,"17,566"
HIV prevalence,2014,Mchenry County ,Illinois,17111,38,97,"254,958"
HIV prevalence,2014,Mcintosh County ,Georgia,13191,294.9,36,"12,209"
HIV prevalence,2014,Mclean County ,Illinois,17113,106.6,156,"146,347"
HIV prevalence,2014,Mcpherson County ,Kansas,20113,32.8,8,"24,381"
HIV prevalence,2014,Meade County ,Kansas,20119,Data suppressed,Data suppressed,null
HIV prevalence,2014,Menard County ,Illinois,17129,94.3,10,"10,609"
HIV prevalence,2014,Mercer County ,Illinois,17131,73.7,10,"13,577"
HIV prevalence,2014,Meriwether County ,Georgia,13199,302.8,54,"17,831"
HIV prevalence,2014,Miami County ,Indiana,18103,114.4,35,"30,599"
HIV prevalence,2014,Miami County ,Kansas,20121,44.5,12,"26,994"
HIV prevalence,2014,Miami-Dade County ,Florida,12086,1117.6,"25,420","2,274,453"
HIV prevalence,2014,Miller County ,Georgia,13201,283.9,14,"4,931"
HIV prevalence,2014,Mills County ,Iowa,19129,40.5,5,"12,332"
HIV prevalence,2014,Minidoka County ,Idaho,16067,Data suppressed,Data suppressed,null
HIV prevalence,2014,Mitchell County ,Georgia,13205,406.7,77,"18,931"
HIV prevalence,2014,Mitchell County ,Iowa,19131,Data suppressed,Data suppressed,null
HIV prevalence,2014,Mitchell County ,Kansas,20123,Data suppressed,Data suppressed,null
HIV prevalence,2014,Monona County ,Iowa,19133,Data suppressed,Data suppressed,null
HIV prevalence,2014,Monroe County ,Florida,12087,862.7,589,"68,273"
HIV prevalence,2014,Monroe County ,Georgia,13207,168.3,39,"23,170"
HIV prevalence,2014,Monroe County ,Illinois,17133,17.6,5,"28,431"
HIV prevalence,2014,Monroe County ,Indiana,18105,143.2,182,"127,097"
HIV prevalence,2014,Monroe County ,Iowa,19135,Data suppressed,Data suppressed,null
HIV prevalence,2014,Montgomery County ,Georgia,13209,170.9,13,"7,607"
HIV prevalence,2014,Montgomery County ,Illinois,17135,157.5,39,"24,765"
HIV prevalence,2014,Montgomery County ,Indiana,18107,78.7,25,"31,763"
HIV prevalence,2014,Montgomery County ,Iowa,19137,68.4,6,"8,773"
HIV prevalence,2014,Montgomery County ,Kansas,20125,39.2,11,"28,083"
HIV prevalence,2014,Morgan County ,Georgia,13211,178.7,27,"15,106"
HIV prevalence,2014,Morgan County ,Illinois,17137,86.6,26,"30,019"
HIV prevalence,2014,Morgan County ,Indiana,18109,90.9,53,"58,277"
HIV prevalence,2014,Morris County ,Kansas,20127,Data suppressed,Data suppressed,null
HIV prevalence,2014,Morton County ,Kansas,20129,Data suppressed,Data suppressed,null
HIV prevalence,2014,Moultrie County ,Illinois,17139,Data suppressed,Data suppressed,null
HIV prevalence,2014,Murray County ,Georgia,13213,99.2,32,"32,257"
HIV prevalence,2014,Muscatine County ,Iowa,19139,54.1,19,"35,094"
HIV prevalence,2014,Muscogee County ,Georgia,13215,539.9,890,"164,858"
HIV prevalence,2014,Nassau County ,Florida,12089,142.7,94,"65,851"
HIV prevalence,2014,Nemaha County ,Kansas,20131,Data suppressed,Data suppressed,null
HIV prevalence,2014,Neosho County ,Kansas,20133,Data suppressed,Data suppressed,null
HIV prevalence,2014,Ness County ,Kansas,20135,Data suppressed,Data suppressed,null
HIV prevalence,2014,Newton County ,Georgia,13217,321.3,270,"84,029"
HIV prevalence,2014,Newton County ,Indiana,18111,75.1,9,"11,985"
HIV prevalence,2014,Nez Perce County ,Idaho,16069,44.4,15,"33,772"
HIV prevalence,2014,Noble County ,Indiana,18113,51.2,20,"39,038"
HIV prevalence,2014,Norton County ,Kansas,20137,Data suppressed,Data suppressed,null
HIV prevalence,2014,O'brien County ,Iowa,19141,Data suppressed,Data suppressed,null
HIV prevalence,2014,Oconee County ,Georgia,13219,38.1,11,"28,847"
HIV prevalence,2014,Ogle County ,Illinois,17141,63.9,28,"43,826"
HIV prevalence,2014,Oglethorpe County ,Georgia,13221,72.2,9,"12,459"
HIV prevalence,2014,Ohio County ,Indiana,18115,Data suppressed,Data suppressed,null
HIV prevalence,2014,Okaloosa County ,Florida,12091,238.9,391,"163,666"
HIV prevalence,2014,Okeechobee County ,Florida,12093,335.1,110,"32,821"
HIV prevalence,2014,Oneida County ,Idaho,16071,Data suppressed,Data suppressed,null
HIV prevalence,2014,Orange County ,Florida,12095,729.8,"7,678","1,052,107"
HIV prevalence,2014,Orange County ,Indiana,18117,91.2,15,"16,440"
HIV prevalence,2014,Osage County ,Kansas,20139,44.9,6,"13,350"
HIV prevalence,2014,Osborne County ,Kansas,20141,Data suppressed,Data suppressed,null
HIV prevalence,2014,Osceola County ,Florida,12097,408.6,"1,051","257,208"
HIV prevalence,2014,Osceola County ,Iowa,19143,Data suppressed,Data suppressed,null
HIV prevalence,2014,Ottawa County ,Kansas,20143,714.2,36,"5,040"
HIV prevalence,2014,Owen County ,Indiana,18119,95.1,17,"17,870"
HIV prevalence,2014,Owyhee County ,Idaho,16073,Data suppressed,Data suppressed,null
HIV prevalence,2014,Page County ,Iowa,19145,96.9,13,"13,410"
HIV prevalence,2014,Palm Beach County ,Florida,12099,636.3,"7,673","1,205,911"
HIV prevalence,2014,Palo Alto County ,Iowa,19147,Data suppressed,Data suppressed,null
HIV prevalence,2014,Parke County ,Indiana,18121,137,20,"14,603"
HIV prevalence,2014,Pasco County ,Florida,12101,216.7,902,"416,291"
HIV prevalence,2014,Paulding County ,Georgia,13223,114.3,137,"119,901"
HIV prevalence,2014,Pawnee County ,Kansas,20145,116.2,7,"6,025"
HIV prevalence,2014,Payette County ,Idaho,16075,38,7,"18,430"
HIV prevalence,2014,Peach County ,Georgia,13225,428.9,97,"22,613"
HIV prevalence,2014,Peoria County ,Illinois,17143,218.1,337,"154,548"
HIV prevalence,2014,Perry County ,Illinois,17145,145.2,27,"18,600"
HIV prevalence,2014,Perry County ,Indiana,18123,42.5,7,"16,488"
HIV prevalence,2014,Phillips County ,Kansas,20147,Data suppressed,Data suppressed,null
HIV prevalence,2014,Piatt County ,Illinois,17147,Data suppressed,Data suppressed,null
HIV prevalence,2014,Pickens County ,Georgia,13227,89.6,23,"25,666"
HIV prevalence,2014,Pierce County ,Georgia,13229,109.1,17,"15,587"
HIV prevalence,2014,Pike County ,Georgia,13231,40.3,6,"14,895"
HIV prevalence,2014,Pike County ,Illinois,17149,Data suppressed,Data suppressed,null
HIV prevalence,2014,Pike County ,Indiana,18125,65.6,7,"10,673"
HIV prevalence,2014,Pinellas County ,Florida,12103,488.3,"4,032","825,772"
HIV prevalence,2014,Plymouth County ,Iowa,19149,34.1,7,"20,531"
HIV prevalence,2014,Pocahontas County ,Iowa,19151,Data suppressed,Data suppressed,null
HIV prevalence,2014,Polk County ,Florida,12105,377.2,"2,009","532,548"
HIV prevalence,2014,Polk County ,Georgia,13233,108,36,"33,335"
HIV prevalence,2014,Polk County ,Iowa,19153,176.6,662,"374,909"
HIV prevalence,2014,Pope County ,Illinois,17151,Data suppressed,Data suppressed,null
HIV prevalence,2014,Porter County ,Indiana,18127,97.9,138,"140,906"
HIV prevalence,2014,Posey County ,Indiana,18129,51.1,11,"21,509"
HIV prevalence,2014,Pottawatomie County ,Kansas,20149,61,11,"18,024"
HIV prevalence,2014,Pottawattamie County ,Iowa,19155,150.1,116,"77,304"
HIV prevalence,2014,Power County ,Idaho,16077,Data suppressed,Data suppressed,null
HIV prevalence,2014,Poweshiek County ,Iowa,19157,Data suppressed,Data suppressed,null
HIV prevalence,2014,Pratt County ,Kansas,20151,Data suppressed,Data suppressed,null
HIV prevalence,2014,Pulaski County ,Georgia,13235,303.4,30,"9,887"
HIV prevalence,2014,Pulaski County ,Illinois,17153,183.9,9,"4,894"
HIV prevalence,2014,Pulaski County ,Indiana,18131,45.8,5,"10,924"
HIV prevalence,2014,Putnam County ,Florida,12107,379.5,231,"60,863"
HIV prevalence,2014,Putnam County ,Georgia,13237,122.8,22,"17,918"
HIV prevalence,2014,Putnam County ,Illinois,17155,Data suppressed,Data suppressed,null
HIV prevalence,2014,Putnam County ,Indiana,18133,190.4,62,"32,564"
HIV prevalence,2014,Quitman County ,Georgia,13239,492.7,10,"2,029"
HIV prevalence,2014,Rabun County ,Georgia,13241,77.1,11,"14,266"
HIV prevalence,2014,Randolph County ,Georgia,13243,532,33,"6,203"
HIV prevalence,2014,Randolph County ,Illinois,17157,140.2,40,"28,537"
HIV prevalence,2014,Randolph County ,Indiana,18135,94.2,20,"21,239"
HIV prevalence,2014,Rawlins County ,Kansas,20153,Data suppressed,Data suppressed,null
HIV prevalence,2014,Reno County ,Kansas,20155,60.1,32,"53,231"
HIV prevalence,2014,Republic County ,Kansas,20157,Data suppressed,Data suppressed,null
HIV prevalence,2014,Rice County ,Kansas,20159,60.4,5,"8,275"
HIV prevalence,2014,Richland County ,Illinois,17159,44.3,6,"13,531"
HIV prevalence,2014,Richmond County ,Georgia,13245,779.4,"1,294","166,031"
HIV prevalence,2014,Riley County ,Kansas,20161,24.8,16,"64,552"
HIV prevalence,2014,Ringgold County ,Iowa,19159,Data suppressed,Data suppressed,null
HIV prevalence,2014,Ripley County ,Indiana,18137,46.3,11,"23,761"
HIV prevalence,2014,Rock Island County ,Illinois,17161,208.7,257,"123,122"
HIV prevalence,2014,Rockdale County ,Georgia,13247,363,262,"72,181"
HIV prevalence,2014,Rooks County ,Kansas,20163,Data suppressed,Data suppressed,null
HIV prevalence,2014,Rush County ,Indiana,18139,56.5,8,"14,167"
HIV prevalence,2014,Rush County ,Kansas,20165,Data suppressed,Data suppressed,null
HIV prevalence,2014,Russell County ,Kansas,20167,Data suppressed,Data suppressed,null
HIV prevalence,2014,Sac County ,Iowa,19161,Data suppressed,Data suppressed,null
HIV prevalence,2014,Saline County ,Illinois,17165,23.9,5,"20,880"
HIV prevalence,2014,Saline County ,Kansas,20169,28.3,13,"45,974"
HIV prevalence,2014,Sangamon County ,Illinois,17167,172.9,288,"166,567"
HIV prevalence,2014,Santa Rosa County ,Florida,12113,191.2,263,"137,583"
HIV prevalence,2014,Sarasota County ,Florida,12115,248,883,"355,994"
HIV prevalence,2014,Schley County ,Georgia,13249,143.2,6,"4,189"
HIV prevalence,2014,Schuyler County ,Illinois,17169,Data suppressed,Data suppressed,null
HIV prevalence,2014,Scott County ,Illinois,17171,Data suppressed,Data suppressed,null
HIV prevalence,2014,Scott County ,Indiana,18143,120.6,24,"19,904"
HIV prevalence,2014,Scott County ,Iowa,19163,129.2,183,"141,600"
HIV prevalence,2014,Scott County ,Kansas,20171,Data suppressed,Data suppressed,null
HIV prevalence,2014,Screven County ,Georgia,13251,337.4,40,"11,856"
HIV prevalence,2014,Sedgwick County ,Kansas,20173,182,748,"410,943"
HIV prevalence,2014,Seminole County ,Florida,12117,281.3,"1,061","377,171"
HIV prevalence,2014,Seminole County ,Georgia,13253,298.8,22,"7,363"
HIV prevalence,2014,Seward County ,Kansas,20175,123.8,22,"17,775"
HIV prevalence,2014,Shawnee County ,Kansas,20177,156.8,231,"147,308"
HIV prevalence,2014,Shelby County ,Illinois,17173,37.3,7,"18,754"
HIV prevalence,2014,Shelby County ,Indiana,18145,67.1,25,"37,282"
HIV prevalence,2014,Shelby County ,Iowa,19165,69.3,7,"10,101"
HIV prevalence,2014,Sheridan County ,Kansas,20179,Data suppressed,Data suppressed,null
HIV prevalence,2014,Sherman County ,Kansas,20181,Data suppressed,Data suppressed,null
HIV prevalence,2014,Shoshone County ,Idaho,16079,56.2,6,"10,668"
HIV prevalence,2014,Sioux County ,Iowa,19167,Data suppressed,Data suppressed,null
HIV prevalence,2014,Smith County ,Kansas,20183,Data suppressed,Data suppressed,null
HIV prevalence,2014,Spalding County ,Georgia,13255,302.5,159,"52,557"
HIV prevalence,2014,Spencer County ,Indiana,18147,Data suppressed,Data suppressed,null
HIV prevalence,2014,St. Clair County ,Illinois,17163,315.6,694,"219,893"
HIV prevalence,2014,St. Johns County ,Florida,12109,173.2,321,"185,366"
HIV prevalence,2014,St. Joseph County ,Indiana,18141,230.8,512,"221,795"
HIV prevalence,2014,St. Lucie County ,Florida,12111,649.4,"1,614","248,552"
HIV prevalence,2014,Stafford County ,Kansas,20185,Data suppressed,Data suppressed,null
HIV prevalence,2014,Stanton County ,Kansas,20187,Data suppressed,Data suppressed,null
HIV prevalence,2014,Stark County ,Illinois,17175,Data suppressed,Data suppressed,null
HIV prevalence,2014,Starke County ,Indiana,18149,41.4,8,"19,310"
